Name,Name Translation,Category,Genre (Google Play),Handle,Downloads,Developer,Exodus Privacy Report URL,Google Play URL,VirusTotal Report URL,Version (latest available),Checksum (latest available),Developer Email,Developer Website,Developer Privacy Policy,Google Play Status,Last Checked,Exponea (Infinario),Fysical (BeaconsInSpace),GeoUniq (Cloud4Wi),OneAudience,Opensignal,Placed (Foursquare),Predicio,Quadrant,Sense360,SignalFrame (WirelessRegistry),Sygic,X-Mode
GPS Speedometer and Odometer (Mileage Tracker),,Navigation,Auto & Vehicles,com.coolniks.niksgps,1000000,COOL NIKS ✔,https://reports.exodus-privacy.eu.org/en/reports/com.coolniks.niksgps/latest/ ,https://play.google.com/store/apps/details?id=com.coolniks.niksgps,https://www.virustotal.com/gui/file/41da8a9be1ef4f7f21b5417905919e5c4984e106c9e6849f88652981f115f6fd/detection,13.2,41da8a9be1ef4f7f21b5417905919e5c4984e106c9e6849f88652981f115f6fd,TeamCoolNiks@gmail.com,None,https://sites.google.com/site/coolnikscom/,,2021-01-20,,,,OneAudience,,,,,Sense360,,,X-Mode
"GPS Speedometer, Odometer, Pedometer Mileage track",,Navigation,Maps & Navigation,com.coolniks.niksgps2,100000,COOL NIKS ✔,https://reports.exodus-privacy.eu.org/en/reports/com.coolniks.niksgps2/latest/ ,https://play.google.com/store/apps/details?id=com.coolniks.niksgps2,https://www.virustotal.com/gui/file/471a3eadea711e1642be57354f62f5e91315b6956464f313870d5fb108c00a5d/detection,2.3.4,471a3eadea711e1642be57354f62f5e91315b6956464f313870d5fb108c00a5d,teamcoolniks@gmail.com,None,https://sites.google.com/site/coolnikscom/,,2021-01-20,,,,,,,,,Sense360,,,X-Mode
Accupedo Pedometer - Step Counter,,Health & Fitness,Health & Fitness,com.corusen.accupedo.te,5000000,Corusen LLC,https://reports.exodus-privacy.eu.org/en/reports/com.corusen.accupedo.te/latest/ ,https://play.google.com/store/apps/details?id=com.corusen.accupedo.te,https://www.virustotal.com/gui/file/ae943f3f3a0b35e4c6ad1d4466c1b98083146f05b28170173d5e77c3ba0cbd50/detection,8.9.8.G,ae943f3f3a0b35e4c6ad1d4466c1b98083146f05b28170173d5e77c3ba0cbd50,accupedo@gmail.com,http://www.accupedo.com,http://www.accupedo.com/privacy.html,,2021-01-20,,,,,,,,,,,,X-Mode
Accupedo+ pedometer - step counter,,Health & Fitness,Health & Fitness,com.corusen.aplus,100000,Corusen LLC,https://reports.exodus-privacy.eu.org/en/reports/com.corusen.aplus/latest/ ,https://play.google.com/store/apps/details?id=com.corusen.aplus,https://www.virustotal.com/gui/file/8c7110431c643ee666cc0a599d677e5056aef5e9b341fe825376e60aebb0fce5/detection,3.9.8.G ,8c7110431c643ee666cc0a599d677e5056aef5e9b341fe825376e60aebb0fce5,accupedo@gmail.com,http://www.accupedo.com,http://www.accupedo.com/privacy.html,,2021-01-20,,,,,,,,,,,,X-Mode
Drag Racing,,Game,Racing,com.creativemobile.DragRacing,100000000,Creative Mobile Games,https://reports.exodus-privacy.eu.org/en/reports/com.creativemobile.DragRacing/latest/ ,https://play.google.com/store/apps/details?id=com.creativemobile.DragRacing,https://www.virustotal.com/gui/file/b8e3adaa0bc395ca1240f67c068719343f1eccac46ce4d7840071edd3e31c6fe/detection,1.8.9 ,b8e3adaa0bc395ca1240f67c068719343f1eccac46ce4d7840071edd3e31c6fe,dragracing@cm.games,https://dragracingclassic.com/,http://cm.games/privacy-policy/,,2021-01-20,,,,,,,,,,,,X-Mode
GPS Speedometer,,Navigation,Auto & Vehicles,com.digitalhud.speedometer,1000000,AppSourceHub,https://reports.exodus-privacy.eu.org/en/reports/com.digitalhud.speedometer/latest/ ,https://play.google.com/store/apps/details?id=com.digitalhud.speedometer,https://www.virustotal.com/gui/file/e538987545fda8b26906caaa51ee1931f372d9ab075f2000fe53f83d0347bbae/detection,9.2,e538987545fda8b26906caaa51ee1931f372d9ab075f2000fe53f83d0347bbae,admin@appsourcehub.com,http://appsourcehub.com,http://www.appsourcehub.com/privacy/new_speedometer.html,,2021-01-20,,,,,,,,,,SignalFrame (WirelessRegistry),,X-Mode
Drink-O-Tron The Drinking Game,,Game,Card,com.drink_o_tron,50000,Prodigal Creative,https://reports.exodus-privacy.eu.org/en/reports/com.drink_o_tron/latest/ ,https://play.google.com/store/apps/details?id=com.drink_o_tron,https://www.virustotal.com/gui/file/d6553a2f5154e91945c8b592836b1a8f91e6a8a2ceff8040eda79b60def7cc1d/detection,2,d6553a2f5154e91945c8b592836b1a8f91e6a8a2ceff8040eda79b60def7cc1d,hello@prodigalcreative.com,http://www.drinkotron.com,http://www.drinkotron.com/s/Drinkotron_PrivacyPolicy.docx,,2021-01-20,,,,,,,,,,,,X-Mode
Peel Mi Remote,,TV,Tools,com.duokan.phone.remotecontroller.peel.plugin,5000000,Xiaomi Inc.,https://reports.exodus-privacy.eu.org/en/reports/com.duokan.phone.remotecontroller.peel.plugin/latest/ ,https://play.google.com/store/apps/details?id=com.duokan.phone.remotecontroller.peel.plugin,https://www.virustotal.com/gui/file/f558374fff5ac60d194726bea74e04ff1e2ea257b5dd6be8b00d44a994d516b1/detection,9.6.4.0-mi,f558374fff5ac60d194726bea74e04ff1e2ea257b5dd6be8b00d44a994d516b1,houxiaomu@xiaomi.com,http://www.xiaomi.com,http://www.mi.com/en/privacy/,,2021-01-20,,,,,,,,,,,,X-Mode
4shared,,Filesharing,,com.forshared,1000000,New IT Solutions,https://reports.exodus-privacy.eu.org/en/reports/com.forshared/latest/ ,https://play.google.com/store/apps/details?id=com.forshared,https://www.virustotal.com/gui/file/90f1a1604379fdb929c75915c6e29e0cb9fc17a6aacfaef52b69a42f106fa53a/detection,3.88.0,90f1a1604379fdb929c75915c6e29e0cb9fc17a6aacfaef52b69a42f106fa53a,,,,Not Found,2021-01-20,,,,OneAudience,Opensignal,,Predicio,,,SignalFrame (WirelessRegistry),,X-Mode
4shared ,,Filesharing,Entertainment,com.forshared.files,50000000,New IT Solutions,https://reports.exodus-privacy.eu.org/en/reports/com.forshared.files/latest/ ,https://play.google.com/store/apps/details?id=com.forshared.files,https://www.virustotal.com/gui/file/5799a372612fb13e43da512252944a1b552c248c7a968acd498c6ba15af001fd/detection,4.22.0 ,5799a372612fb13e43da512252944a1b552c248c7a968acd498c6ba15af001fd,feedback.android@4shared.com,http://4shared.com,https://www.4s.io/privacy.jsp,,2021-01-20,,,,,,,,,,SignalFrame (WirelessRegistry),,X-Mode
Video MP3 Converter,,Audio,Music & Audio,com.fundevs.app.mediaconverter,100000000,FunDevs LLC,https://reports.exodus-privacy.eu.org/en/reports/com.fundevs.app.mediaconverter/latest/ ,https://play.google.com/store/apps/details?id=com.fundevs.app.mediaconverter,https://www.virustotal.com/gui/file/9e154e64d9fd036f92b03daaa1700cefa10e4850acc28df1b8bcea1a7ea47500/detection,2.6.1,9e154e64d9fd036f92b03daaa1700cefa10e4850acc28df1b8bcea1a7ea47500,mp3converter@fundevs.com,http://www.fundevs.com/posts/converter.html,http://www.fundevs.com/policy/,,2021-01-20,,,,,,,,,,SignalFrame (WirelessRegistry),,X-Mode
Free FlashLight,,Utility,Tools,com.gamepoint.flashlight,100000,Mcrmobi,https://reports.exodus-privacy.eu.org/en/reports/com.gamepoint.flashlight/latest/ ,https://play.google.com/store/apps/details?id=com.gamepoint.flashlight,Not Found,1.9,c56c3c30706c4705fa77678367ae2209f9a79b6e05377ab07da1caea1ddf81fd,gp@mcrmobi.com,http://www.mcrmobi.com/,http://privacy.mcrmobi.com/release/flashlight.html,,2021-01-20,,,,,,,,,,,,X-Mode
GPS Speedometer,,Navigation,,com.guruinfomedia.gps.speedometer,1000000,"Guru Santini, GuruInfoMedia, GuruInfoMedia",https://reports.exodus-privacy.eu.org/en/reports/com.guruinfomedia.gps.speedometer/latest/ ,https://play.google.com/store/apps/details?id=com.guruinfomedia.gps.speedometer,Not Found,11.5,199a04dd70cac237cca05446a4b01f317ef57ddd946888348db99d485410c966,,,,Not Found,2021-01-20,,,,,Opensignal,,,,,,,X-Mode
Airline Flight Status Track & Airport FlightBoard,,Game,Travel & Local,com.ik.flightherofree,1000000,Airline Flight Status Tracking,https://reports.exodus-privacy.eu.org/en/reports/com.ik.flightherofree/latest/ ,https://play.google.com/store/apps/details?id=com.ik.flightherofree,https://www.virustotal.com/gui/file/4709019af0e64af1b26b6a526df6ab8552e23b735aa3a827d15ebd03685e9169/detection,3.0.5,4709019af0e64af1b26b6a526df6ab8552e23b735aa3a827d15ebd03685e9169,flighthero.app@flextrela.com,http://flightheroapp.com/,http://flightheroapp.com/privacy-policy/,,2021-01-20,,,,,Opensignal,,,,,,,X-Mode
Black Dating ♥️ Meet Online Blacky Singles Nearby,,Dating,Social,com.innovate.BlackPeopleMingle,100000,Innovation Dating Apps,https://reports.exodus-privacy.eu.org/en/reports/com.innovate.BlackPeopleMingle/latest/ ,https://play.google.com/store/apps/details?id=com.innovate.BlackPeopleMingle,https://www.virustotal.com/gui/file/85c4ae2a8ebe3c75d05e8cb9886bbfc76e0880eabed061a923508d4566eff47f/detection,6.3.0,85c4ae2a8ebe3c75d05e8cb9886bbfc76e0880eabed061a923508d4566eff47f,ask@innovatedating.com,https://blackppl.innovatedating.com,https://blackppl.innovatedating.com/privacy,,2021-01-20,,,,,,,,,,SignalFrame (WirelessRegistry),,X-Mode
Brazil Social - Brazilian Singles Flirt & Date App,,Dating,Lifestyle,com.innovate.BrazilSocial,100000,Innovation Dating Apps,https://reports.exodus-privacy.eu.org/en/reports/com.innovate.BrazilSocial/latest/ ,https://play.google.com/store/apps/details?id=com.innovate.BrazilSocial,https://www.virustotal.com/gui/file/670b377339b4ce09e6d41ed8774ae367f44af66d900892cd3b0acdf23a257804/detection,6.3.0,670b377339b4ce09e6d41ed8774ae367f44af66d900892cd3b0acdf23a257804,ask@innovatedating.com,https://brazil.innovatedating.com,https://brazil.innovatedating.com/privacy,,2021-01-20,,,,,,,,,,SignalFrame (WirelessRegistry),,X-Mode
"Chinese Social 💖 Free Chat, Dating App for Huaren",,Dating,Lifestyle,com.innovate.ChinaSocial,100000,Innovation Dating Apps,https://reports.exodus-privacy.eu.org/en/reports/com.innovate.ChinaSocial/latest/ ,https://play.google.com/store/apps/details?id=com.innovate.ChinaSocial,https://www.virustotal.com/gui/file/09adc5c62455743ac0311aacd23828ab4edf7d46fe5eb9273ab9268df8d81166/detection,6.5.0 ,09adc5c62455743ac0311aacd23828ab4edf7d46fe5eb9273ab9268df8d81166,ask@innovatedating.com,https://china.innovatedating.com,https://china.innovatedating.com/privacy,,2021-01-20,,,,,,,,,,SignalFrame (WirelessRegistry),,X-Mode
Colombia Social - Free Match & Chat for Colombians,,Dating,Lifestyle,com.innovate.ColombianSocial,100000,Innovation Dating Apps,https://reports.exodus-privacy.eu.org/en/reports/com.innovate.ColombianSocial/latest/ ,https://play.google.com/store/apps/details?id=com.innovate.ColombianSocial,https://www.virustotal.com/gui/file/19be7031fe20fa0a70f2e268d347ccdabd936b0c04fbafc46f3344313ac3d82f/detection,6.3.0,19be7031fe20fa0a70f2e268d347ccdabd936b0c04fbafc46f3344313ac3d82f,ask@innovatedating.com,https://colombia.innovatedating.com,https://colombia.innovatedating.com/privacy,,2021-01-20,,,,,,,,,,SignalFrame (WirelessRegistry),,X-Mode
Egypt Social - Video Dating Chat App For Egyptians,,Dating,Lifestyle,com.innovate.EgyptCupid,50000,Innovation Dating Apps,https://reports.exodus-privacy.eu.org/en/reports/com.innovate.EgyptCupid/latest/ ,https://play.google.com/store/apps/details?id=com.innovate.EgyptCupid,https://www.virustotal.com/gui/file/819156844d6f272bf7763ad57193ba7423768e422617d23fee6e550971be0e40/detection,6.3.0 ,819156844d6f272bf7763ad57193ba7423768e422617d23fee6e550971be0e40,ask@innovatedating.com,https://egypt.innovatedating.com,https://egypt.innovatedating.com/privacy,,2021-01-20,,,,,,,,,,SignalFrame (WirelessRegistry),,X-Mode
Filipino Social - Dating Chat Philippines Singles,,Dating,Social,com.innovate.FilipinoSocial,500000,Innovation Dating Apps,https://reports.exodus-privacy.eu.org/en/reports/com.innovate.FilipinoSocial/latest/ ,https://play.google.com/store/apps/details?id=com.innovate.FilipinoSocial,https://www.virustotal.com/gui/file/2d21ee888b6bdf36bf4f74ec82ad7252dc3588de999df741c88bb5fbf6c336f4/detection,6.4.0,2d21ee888b6bdf36bf4f74ec82ad7252dc3588de999df741c88bb5fbf6c336f4,ask@innovatedating.com,https://pinoy.innovatedating.com,https://pinoy.innovatedating.com/privacy,,2021-01-20,,,,,,,,,,SignalFrame (WirelessRegistry),,X-Mode
Hong Kong Social- Chat Dating App for Hong Kongers,,Dating,Lifestyle,com.innovate.HongKongSocial,50000,Innovation Dating Apps,https://reports.exodus-privacy.eu.org/en/reports/com.innovate.HongKongSocial/latest/ ,https://play.google.com/store/apps/details?id=com.innovate.HongKongSocial,https://www.virustotal.com/gui/file/e00b0f17cf7548e3cb72f26b72cbae7f33b867ee9a06808adde9ca296bf170e0/detection,6.3.0 ,e00b0f17cf7548e3cb72f26b72cbae7f33b867ee9a06808adde9ca296bf170e0,ask@innovatedating.com,https://hongkong.innovatedating.com,https://hongkong.innovatedating.com/privacy,,2021-01-20,,,,,,,,,,SignalFrame (WirelessRegistry),,X-Mode
Indonesia Social - Dating Chat,,Dating,Lifestyle,com.innovate.IndonesiaSocial,100000,Innovation Dating Apps,https://reports.exodus-privacy.eu.org/en/reports/com.innovate.IndonesiaSocial/latest/ ,https://play.google.com/store/apps/details?id=com.innovate.IndonesiaSocial,https://www.virustotal.com/gui/file/695ff880fa553f476c25efc8b314e8cc370466fec7165b67bac0b60c94dc0cd8/detection,6.3.0 ,695ff880fa553f476c25efc8b314e8cc370466fec7165b67bac0b60c94dc0cd8,ask@innovatedating.com,https://indo.innovatedating.com,https://indo.innovatedating.com/privacy,,2021-01-20,,,,,,,,,,SignalFrame (WirelessRegistry),,X-Mode
Iran Social - Chat Meet People,,Dating,Lifestyle,com.innovate.IranCupid,10000,Innovation Dating Apps,https://reports.exodus-privacy.eu.org/en/reports/com.innovate.IranCupid/latest/ ,https://play.google.com/store/apps/details?id=com.innovate.IranCupid,https://www.virustotal.com/gui/file/6be37b84341da4ac0b6e624969d706cc15af3a85b656e3e3e11726702e2e0316/detection,6.3.0,6be37b84341da4ac0b6e624969d706cc15af3a85b656e3e3e11726702e2e0316,ask@innovatedating.com,http://iran.innovatedating.com,https://iran.innovatedating.com/privacy,,2021-01-20,,,,,,,,,,SignalFrame (WirelessRegistry),,X-Mode
Japan Social: Dating & Chat with Japanese & Asians,,Dating,Social,com.innovate.JapanSocial,100000,Innovation Dating Apps,https://reports.exodus-privacy.eu.org/en/reports/com.innovate.JapanSocial/latest/ ,https://play.google.com/store/apps/details?id=com.innovate.JapanSocial,https://www.virustotal.com/gui/file/74e730902a397d3e594331c0ca79c8705dbe3bbdc567572d6fb9f15699b18b0d/detection,6.3.0,74e730902a397d3e594331c0ca79c8705dbe3bbdc567572d6fb9f15699b18b0d,ask@innovatedating.com,https://japan.innovatedating.com,https://japan.innovatedating.com/privacy,,2021-01-20,,,,,,,,,,SignalFrame (WirelessRegistry),,X-Mode
Korea Social ♥ Online Dating Apps to Meet & Match,,Dating,Social,com.innovate.KoreaSocial,500000,Innovation Dating Apps,https://reports.exodus-privacy.eu.org/en/reports/com.innovate.KoreaSocial/latest/ ,https://play.google.com/store/apps/details?id=com.innovate.KoreaSocial,https://www.virustotal.com/gui/file/70467521f3e16cccef69808d073cb328b8f6a290006877c7a57483c0feddf68a/detection,6.3.0,70467521f3e16cccef69808d073cb328b8f6a290006877c7a57483c0feddf68a,ask@innovatedating.com,https://korea.innovatedating.com,https://korea.innovatedating.com/privacy,,2021-01-20,,,,,,,,,,SignalFrame (WirelessRegistry),,X-Mode
Mexico Social- Dating App & Date Chat for Mexicans,,Dating,Lifestyle,com.innovate.MexicoSocial,100000,Innovation Dating Apps,https://reports.exodus-privacy.eu.org/en/reports/com.innovate.MexicoSocial/latest/ ,https://play.google.com/store/apps/details?id=com.innovate.MexicoSocial,https://www.virustotal.com/gui/file/f2f73edd844e07d0611d91ef52f00d14f9b8c986482d194bab94d1f3236a0a5a/detection,6.3.0,f2f73edd844e07d0611d91ef52f00d14f9b8c986482d194bab94d1f3236a0a5a,ask@innovatedating.com,https://mexico.innovatedating.com,https://mexico.innovatedating.com/privacy,,2021-01-20,,,,,,,,,,SignalFrame (WirelessRegistry),,X-Mode
Russia Social - Chat & Flirt with Single Russians,,Dating,Lifestyle,com.innovate.RussianSocial,100000,Innovation Dating Apps,https://reports.exodus-privacy.eu.org/en/reports/com.innovate.RussianSocial/latest/ ,https://play.google.com/store/apps/details?id=com.innovate.RussianSocial,https://www.virustotal.com/gui/file/1248ab17377a584f74aa406e57682a79a52f490b1e1b5d63423635a544f27424/detection,6.3.0 ,1248ab17377a584f74aa406e57682a79a52f490b1e1b5d63423635a544f27424,ask@innovatedating.com,https://russia.innovatedating.com,https://russia.innovatedating.com/privacy,,2021-01-20,,,,,,,,,,SignalFrame (WirelessRegistry),,X-Mode
Singapore Social - Dating App,,Dating,Lifestyle,com.innovate.SingaporeSocial,50000,Innovation Dating Apps,https://reports.exodus-privacy.eu.org/en/reports/com.innovate.SingaporeSocial/latest/ ,https://play.google.com/store/apps/details?id=com.innovate.SingaporeSocial,https://www.virustotal.com/gui/file/d4798152e12397d69d921150ddc44b01c8d7c236fb55cd94e0e38959bf7e9ebc/detection,6.4.1,d4798152e12397d69d921150ddc44b01c8d7c236fb55cd94e0e38959bf7e9ebc,ask@innovatedating.com,https://singapore.innovatedating.com,https://singapore.innovatedating.com/privacy,,2021-01-20,,,,,,,,,,SignalFrame (WirelessRegistry),,X-Mode
South Africa Social - Free Online Dating Chat App,,Dating,Lifestyle,com.innovate.SouthAfricaSocial,100000,Innovation Dating Apps,https://reports.exodus-privacy.eu.org/en/reports/com.innovate.SouthAfricaSocial/latest/ ,https://play.google.com/store/apps/details?id=com.innovate.SouthAfricaSocial,https://www.virustotal.com/gui/file/0d488360731219c0d27853095ac04e05c0cbf5742c4d9c01d98e7ca89e1a20cf/detection,6.3.0 ,0d488360731219c0d27853095ac04e05c0cbf5742c4d9c01d98e7ca89e1a20cf,ask@innovatedating.com,https://southafrica.innovatedating.com,https://southafrica.innovatedating.com/privacy,,2021-01-20,,,,,,,,,,SignalFrame (WirelessRegistry),,X-Mode
"Thai Social - App for Thais to Chat, Match, & Date",,Dating,Lifestyle,com.innovate.ThaiSocial,100000,Innovation Dating Apps,https://reports.exodus-privacy.eu.org/en/reports/com.innovate.ThaiSocial/latest/ ,https://play.google.com/store/apps/details?id=com.innovate.ThaiSocial,https://www.virustotal.com/gui/file/ce2fbfb81a0b276ad299d09dcf86ae5a5352df9fd3b09475acb74a91b3344574/detection,6.3.0 ,ce2fbfb81a0b276ad299d09dcf86ae5a5352df9fd3b09475acb74a91b3344574,ask@innovatedating.com,https://thai.innovatedating.com,https://thai.innovatedating.com/privacy,,2021-01-20,,,,,,,,,,SignalFrame (WirelessRegistry),,X-Mode
Ukraine Social - Meet & Dating Ukrainian Friends,,Dating,Lifestyle,com.innovate.UkraineSocial,100000,Innovation Dating Apps,https://reports.exodus-privacy.eu.org/en/reports/com.innovate.UkraineSocial/latest/ ,https://play.google.com/store/apps/details?id=com.innovate.UkraineSocial,https://www.virustotal.com/gui/file/917d768755c6bc743c7ea3e66d4931c9231d6c272ffb7c89fc75f93b83fc0d6c/detection,6.3.0 ,917d768755c6bc743c7ea3e66d4931c9231d6c272ffb7c89fc75f93b83fc0d6c,ask@innovatedating.com,https://ukraine.innovatedating.com,https://ukraine.innovatedating.com/privacy,,2021-01-20,,,,,,,,,,SignalFrame (WirelessRegistry),,X-Mode
UAE Social - Local Dating Apps for Online Singles,,Dating,Lifestyle,com.innovate.UnitedArabEmiratesCupid,100000,Innovation Dating Apps,https://reports.exodus-privacy.eu.org/en/reports/com.innovate.UnitedArabEmiratesCupid/latest/ ,https://play.google.com/store/apps/details?id=com.innovate.UnitedArabEmiratesCupid,https://www.virustotal.com/gui/file/1bf667b624be93708942b647e3040031e3744ebc9b53019eeb7b6f48abc14086/detection,6.3.0,1bf667b624be93708942b647e3040031e3744ebc9b53019eeb7b6f48abc14086,ask@innovatedating.com,https://uae.innovatedating.com,https://uae.innovatedating.com/privacy,,2021-01-20,,,,,,,,,,SignalFrame (WirelessRegistry),,X-Mode
"Vietnam Social ♥ Dating, Chat App for Viet Singles",,Dating,Social,com.innovate.VietSocial,100000,Innovation Dating Apps,https://reports.exodus-privacy.eu.org/en/reports/com.innovate.VietSocial/latest/ ,https://play.google.com/store/apps/details?id=com.innovate.VietSocial,https://www.virustotal.com/gui/file/ddaf51432e97dd9e55f8a5b88028fb2d2dc9444456d6ea1f9f2d698721ee9b17/detection,6.3.0,ddaf51432e97dd9e55f8a5b88028fb2d2dc9444456d6ea1f9f2d698721ee9b17,ask@innovatedating.com,https://viet.innovatedating.com,https://viet.innovatedating.com/privacy,,2021-01-20,,,,,,,,,,SignalFrame (WirelessRegistry),,X-Mode
Free WiFi Passwords & Hotspots by Instabridge,,Utility,Productivity,com.instabridge.android,50000000,Degoo Backup AB – Cloud,https://reports.exodus-privacy.eu.org/en/reports/com.instabridge.android/latest/ ,https://play.google.com/store/apps/details?id=com.instabridge.android,https://www.virustotal.com/gui/file/35f16edadfdef22671947142c179f0c49292d40285162fe43a38a9f7021daacb/detection,18.8.0arm64-v8a,35f16edadfdef22671947142c179f0c49292d40285162fe43a38a9f7021daacb,support@degoo.com,https://degoo.com,https://instabridge.com/privacy-policy/,,2021-01-20,,,,,,,,,,,,X-Mode
Moco: Chat & Meet New People,,Dating,Social,com.jnj.mocospace.android,10000000,"JNJ Mobile, Inc",https://reports.exodus-privacy.eu.org/en/reports/com.jnj.mocospace.android/latest/ ,https://play.google.com/store/apps/details?id=com.jnj.mocospace.android,https://www.virustotal.com/gui/file/bd3a5cecd01819691dd3240cdcc5d2b750faee23175bee47e0114ecc104a9751/detection,2.6.218 ,bd3a5cecd01819691dd3240cdcc5d2b750faee23175bee47e0114ecc104a9751,android@corp.mocospace.com,https://www.mocospace.com,https://www.mocospace.com/link/privacy.jsp,,2021-01-20,,,,OneAudience,,,,,,SignalFrame (WirelessRegistry),,X-Mode
Doodle Devil™ Free,,Game,Puzzle,com.joybits.doodledevil_free,1000000,JoyBits Ltd.,https://reports.exodus-privacy.eu.org/en/reports/com.joybits.doodledevil_free/latest/ ,https://play.google.com/store/apps/details?id=com.joybits.doodledevil_free,Not Found,2.7.12 ,818a7020fe114a2bf1e57c95a86cb3abc890f2a2e20b517b6f3627372dd4ab2a,support@joybits.org,http://www.doodlegod.com,http://www.doodlegod.com/privacypolicy.html,,2021-01-20,,,,,,,,,,,,X-Mode
"Offline GPS Navigation, Traffic & Maps by Karta",,Navigation,Maps & Navigation,com.kartatech.karta.gps,5000000,Karta Software Technologies - GPS Navigation,https://reports.exodus-privacy.eu.org/en/reports/com.kartatech.karta.gps/latest/ ,https://play.google.com/store/apps/details?id=com.kartatech.karta.gps,https://www.virustotal.com/gui/file/5813f45f198ff4e73cb6c5f034def63b0e09021c149aac5b433617886d73ba6f/detection,2.29.01,5813f45f198ff4e73cb6c5f034def63b0e09021c149aac5b433617886d73ba6f,support@kartatech.com,https://ndrive.com,https://ndrive.com/privacy-policy/,,2021-01-20,,,,,,,,,,,,X-Mode
global storms,,Weather,Weather,com.kellytechnology.NOAA_Now,1000000,Kelly Technology Inc.,https://reports.exodus-privacy.eu.org/en/reports/com.kellytechnology.NOAA_Now/latest/ ,https://play.google.com/store/apps/details?id=com.kellytechnology.NOAA_Now,https://www.virustotal.com/gui/file/5118441f7f87a234d3749dfbbb7e44271b1ea40c5702889835d0a3a698ba1198/detection,10.16.3,5118441f7f87a234d3749dfbbb7e44271b1ea40c5702889835d0a3a698ba1198,support@kellytechnology.com,https://www.kellytechnology.com,https://www.kellytechnology.com/privacy/privacy_policy.html,,2021-01-20,,,,,,,,,Sense360,SignalFrame (WirelessRegistry),,X-Mode
WiFi Magic by Mandic Passwords,,Social,Social,com.mandicmagic.android,10000000,2mCo LLC,https://reports.exodus-privacy.eu.org/en/reports/com.mandicmagic.android/latest/ ,https://play.google.com/store/apps/details?id=com.mandicmagic.android,https://www.virustotal.com/gui/file/9b21b7009dcb9cab150199b71ed97f9d8408170c8fad77ba45bb37c2d202df23/detection,3.9.28,9b21b7009dcb9cab150199b71ed97f9d8408170c8fad77ba45bb37c2d202df23,mandicmagic@mandic.me,http://www.mandicmagic.com,http://www.mandicmagic.com/en/privacypolicy.html,,2021-01-20,,,,,Opensignal,,,,,,,X-Mode
Asian Mingle - Free Asian Dating and Singles Chat,,Dating,Social,com.mingle.asianmingle,100000,Mingle Dating Social Network,https://reports.exodus-privacy.eu.org/en/reports/com.mingle.asianmingle/latest/ ,https://play.google.com/store/apps/details?id=com.mingle.asianmingle,https://www.virustotal.com/gui/file/dbc4915218ff84d4e7b2d7c2a20a3d6788d4e655c5e786a4548b8419265deab2/detection,6.4.1,dbc4915218ff84d4e7b2d7c2a20a3d6788d4e655c5e786a4548b8419265deab2,support@mingle.com,https://asian.mingle.com,https://asian.mingle.com/privacy/,,2021-01-20,,,,,,,,,,SignalFrame (WirelessRegistry),,X-Mode
Aussie Mingle - Australia Dating App & Online Chat,,Dating,Lifestyle,com.mingle.AussieMingle,50000,Mingle Dating Social Network,https://reports.exodus-privacy.eu.org/en/reports/com.mingle.AussieMingle/latest/ ,https://play.google.com/store/apps/details?id=com.mingle.AussieMingle,https://www.virustotal.com/gui/file/5b815876c7ce59f1b50c808cf18cd9c374fd107831a02e3bf52056ce828dab94/detection,6.3.0,5b815876c7ce59f1b50c808cf18cd9c374fd107831a02e3bf52056ce828dab94,support@mingle.com,https://aussie.mingle.com,https://aussie.mingle.com/privacy/,,2021-01-20,,Fysical (BeaconsInSpace),,OneAudience,,,,,,SignalFrame (WirelessRegistry),,X-Mode
BBW Plus Singles - Meet Curvy & Plus Size People,,Dating,Lifestyle,com.mingle.BBWPlusSingles,100000,Mingle Dating Social Network,https://reports.exodus-privacy.eu.org/en/reports/com.mingle.BBWPlusSingles/latest/ ,https://play.google.com/store/apps/details?id=com.mingle.BBWPlusSingles,https://www.virustotal.com/gui/file/0d9bcb43c2b21623b79d47ac3c982ad592f66afade3329692b052b6b8d6cfef9/detection,6.3.0,0d9bcb43c2b21623b79d47ac3c982ad592f66afade3329692b052b6b8d6cfef9,support@mingle.com,https://bbw.mingle.com,https://bbw.mingle.com/privacy,,2021-01-20,,,,,,,,,,SignalFrame (WirelessRegistry),,X-Mode
Chile Social - Meet Chileans with Dating Video App,,Dating,Lifestyle,com.mingle.ChileanCupid,100000,Mingle Dating Social Network,https://reports.exodus-privacy.eu.org/en/reports/com.mingle.ChileanCupid/latest/ ,https://play.google.com/store/apps/details?id=com.mingle.ChileanCupid,https://www.virustotal.com/gui/file/d8a6677c3dc75581623282ca591f06e63adbb448a0208ed768c1856180112508/detection,6.3.0,d8a6677c3dc75581623282ca591f06e63adbb448a0208ed768c1856180112508,ask@innovatedating.com,https://chile.innovatedating.com,https://chile.innovatedating.com/privacy,,2021-01-20,,,,,,,,,,SignalFrame (WirelessRegistry),,X-Mode
